index,Path,MD5Hash,count,basename,scorer1,scorer2,scorer3
20,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/2/A/DSC_7489.TIF,73462eec41b96e6edca66484ffbc30a8,30,DSC_7489.TIF,Caroline,Raf,Indira
50,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep3_2019-05-22/DSC_2869.tif,e1a6183cee772fe2bc5432ecdabb31e9,30,DSC_2869.tif,Caroline,Raf,Indira
43,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep1_2019-05-03/DSC_2397.tif,ff550eb1e8a7fd4fb184378304ddf665,30,DSC_2397.tif,Caroline,Raf,Indira
51,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep3_2019-05-22/DSC_2870.tif,5c2766b89672cdfc290c80355ebf647f,30,DSC_2870.tif,Caroline,Raf,Indira
99,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep1_2017-10-20/DSC_0803.tif,9c0257abbac0116a922e932ab8d378dc,30,DSC_0803.tif,Caroline,Raf,Indira
108,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep3_2017-11-17/DSC_1345.tif,f46aae11b9811a41807f27d8ef6e3a35,30,DSC_1345.tif,Caroline,Raf,Indira
36,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/D224/rep2_2018-01-26/_DSC8105.tif,729d512c31d66538bb73340de7fb6801,30,_DSC8105.tif,Caroline,Raf,Indira
91,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/S258E/rep2_2018-07-06/DSC_6339.tif,0c7debce772f39543f696817fccfc4d3,30,DSC_6339.tif,Caroline,Raf,Indira
41,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep1_2019-05-03/DSC_2395.tif,ab3ea28f147cce144b0cd8f193fe683f,30,DSC_2395.tif,Caroline,Raf,Indira
47,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep2_2019-05-08/DSC_2454.tif,f937ed35debee9515b735d36a9a2dc53,30,DSC_2454.tif,Caroline,Raf,Indira
23,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/2/D/DSC_7492.TIF,a6b159c12907664c9532f688e75ec761,30,DSC_7492.TIF,JoshB,Caroline,Raf
12,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/3/DSC_5088.TIF,57a3d358ada99ce843931e0f5b2b8c9b,30,DSC_5088.TIF,JoshB,Caroline,Raf
59,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep2_2017-11-10/DSC_1177.tif,b1bba7db2b715031bf5ca5278f509221,30,DSC_1177.tif,JoshB,Caroline,Raf
71,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep2_2018-04-27/DSC_4542.TIF,f3eaf48a31840d0ba859a69183ca06e1,30,DSC_4542.TIF,JoshB,Caroline,Raf
74,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep2_2018-04-27/DSC_4547.TIF,717a4dacc8eec3f11971945d48dcf780,30,DSC_4547.TIF,JoshB,Caroline,Raf
32,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/H46D53/DSC_6261.tif,fdd3fd7a7af95677be5c39aaf3af83a1,12,DSC_6261.tif,JoshB,Caroline,Raf
9,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/3/DSC_5085.TIF,32bfbd4d5b5848d052d9fbc55bbf7ca8,30,DSC_5085.TIF,JoshB,Caroline,Raf
94,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/S258E/rep3_2018-07-14/DSC_6618.tif,2f97f2da15e9d7d9e7f1cc1c69201394,30,DSC_6618.tif,JoshB,Caroline,Raf
39,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/D224/rep3_2018-02-02/DSC_2828.TIF,d405ec222f9a117a180156798fa39fa8,30,DSC_2828.TIF,JoshB,Caroline,Raf
48,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep3_2019-05-22/DSC_2867.tif,e30d5ec0945ba16f762d63147e5d8157,30,DSC_2867.tif,JoshB,Caroline,Raf
96,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_AE/rep1_2022-10-07/DSC_1558.tif,300b225dc1a0e061d133aee1fa6864a8,60,DSC_1558.tif,JoshB,Caroline,Raf
